person_id,name,name_cn,name_en
1344523,劳伦斯·斯佩尔曼 Laurence Spellman,劳伦斯·斯佩尔曼,Laurence Spellman
1163626,佩蒂塔·维克斯 Perdita Weeks,佩蒂塔·维克斯,Perdita Weeks
1342065,艾萨克·安德鲁斯 Isaac Andrews,艾萨克·安德鲁斯,Isaac Andrews
1399485,基特·康纳 Kit Connor,基特·康纳,Kit Connor
1404004,杰登·福拉-奈特 Jayden Fowora-Knight,杰登·福拉-奈特,Jayden Fowora-Knight
1340538,麦肯娜·格瑞丝 Mckenna Grace,麦肯娜·格瑞丝,Mckenna Grace
1394468,丹尼尔·祖尔格哈德利 Daniel Zolghadri,丹尼尔·祖尔格哈德利,Daniel Zolghadri
1407358,阿隆索·阿尔瓦雷斯 Alonso Alvarez,阿隆索·阿尔瓦雷斯,Alonso Alvarez
1454190,汤姆·特纳 Tom Turner,汤姆·特纳,Tom Turner
1394105,罗娜·莫里森 Rona Morison,罗娜·莫里森,Rona Morison
1359629,露露·威尔逊 Lulu Wilson,露露·威尔逊,Lulu Wilson
1321683,内特·莫汗 Neet Mohan,内特·莫汗,Neet Mohan
1356810,利蒂希娅·赖特 Letitia Wright,利蒂希娅·赖特,Letitia Wright
1134173,朱莉娅·尼克森 Julia Nickson,朱莉娅·尼克森,Julia Nickson
1372894,阿玛尼·杰克森 Armani Jackson,阿玛尼·杰克森,Armani Jackson
1333484,雅各布·贝特兰德 Jacob Bertrand,雅各布·贝特兰德,Jacob Bertrand
1389496,埃里克·西格蒙德森 Eric Sigmundsson,埃里克·西格蒙德森,Eric Sigmundsson
1340631,图尔洛夫·科维里 Turlough Convery,图尔洛夫·科维里,Turlough Convery
1304385,迈克尔·怀德曼 Michael Wildman,迈克尔·怀德曼,Michael Wildman
1348234,罗伯特·吉尔贝托 Robert Gilbert,罗伯特·吉尔贝托,Robert Gilbert
1027138,威尔·史密斯 Will Smith,威尔·史密斯,Will Smith
1010532,贾登·史密斯 Jaden Smith,贾登·史密斯,Jaden Smith
1040513,坦迪·牛顿 Thandiwe Newton,坦迪·牛顿,Thandiwe Newton
1317100,布莱恩·豪威  Brian Howe,布莱恩·豪威, Brian Howe
1112637,詹姆斯·凯伦 James Karen,詹姆斯·凯伦,James Karen
1041148,丹·卡斯泰兰尼塔 Dan Castellaneta,丹·卡斯泰兰尼塔,Dan Castellaneta
1049882,柯特·富勒 Kurt Fuller,柯特·富勒,Kurt Fuller
1087216,塔卡尤·费舍尔 Takayo Fischer,塔卡尤·费舍尔,Takayo Fischer
1165462,凯文·韦斯特 Kevin West,凯文·韦斯特,Kevin West
1368948,乔治·张 George Cheung,乔治·张,George Cheung
1368949,戴维·迈克尔·西尔弗曼 David Michael Silverman,戴维·迈克尔·西尔弗曼,David Michael Silverman
1368950,多米尼克·博夫 Domenic Bove,多米尼克·博夫,Domenic Bove
1042019,杰弗·卡伦 Geoff Callan,杰弗·卡伦,Geoff Callan
1368951,乔伊芙·拉文 Joyful Raven,乔伊芙·拉文,Joyful Raven
1110175,斯科特·克拉斯 Scott Klace,斯科特·克拉斯,Scott Klace
1460419,希瑟·坎特 Heather Kantor,希瑟·坎特,Heather Kantor
1485703,彼得·菲茨西蒙斯 Peter Fitzsimmons,彼得·菲茨西蒙斯,Peter Fitzsimmons
1170448,约翰·帕特里克·舒拉克 John Patrick Shulak,约翰·帕特里克·舒拉克,John Patrick Shulak
1432775,大卫·皮尔 David Pearl,大卫·皮尔,David Pearl
1363169,伊斯特·斯高特 Esther Scott,伊斯特·斯高特,Esther Scott
1325918,罗明 Ming Lo,罗明,Ming Lo
1273669,亚当·王 Adam Wang,亚当·王,Adam Wang
1076469,拉希达·克伦迪宁 Rashida Clendening,拉希达·克伦迪宁,Rashida Clendening
1000047,扎克·布拉夫 Zach Braff,扎克·布拉夫,Zach Braff
1054784,大卫·芬恩 David Fine,大卫·芬恩,David Fine
1010894,莫莉·塞拉斯基 Molly Celaschi,莫莉·塞拉斯基,Molly Celaschi
1010316,加瑞特·法贝斯 Garrett Forbes,加瑞特·法贝斯,Garrett Forbes
1005404,克里斯·加德纳 Chris Gardner,克里斯·加德纳,Chris Gardner
1113296,马克·克里斯托弗·劳伦斯 Mark Christopher Lawrence,马克·克里斯托弗·劳伦斯,Mark Christopher Lawrence
1117551,乔治·马奎尔 George Maguire,乔治·马奎尔,George Maguire
1253019,扎卡里·卡伯森 Zachary Culbertson,扎卡里·卡伯森,Zachary Culbertson
1240035,戴维·阿伦·霍奇斯 David Alan Hodges,戴维·阿伦·霍奇斯,David Alan Hodges
1238634,亚历山大·库科尔 Alexander Cukor,亚历山大·库科尔,Alexander Cukor
1231856,多恩·安德鲁·西蒙斯 Donn Andrew Simmons,多恩·安德鲁·西蒙斯,Donn Andrew Simmons
1225406,阿米尔·塔莱 Amir Talai,阿米尔·塔莱,Amir Talai
1212977,塞雷娜·锡德 Serene Sidher,塞雷娜·锡德,Serene Sidher
1191816,凯文·克鲁克 Kevin Crook,凯文·克鲁克,Kevin Crook
1184373,詹姆斯·科纳 James Cotner,詹姆斯·科纳,James Cotner
1180419,亚当·德尔·里奥 Adam Del Rio,亚当·德尔·里奥,Adam Del Rio
1179949,里克·坎普 Rick Camp,里克·坎普,Rick Camp
1170664,威廉·保罗·史密斯 William Paul Smith,威廉·保罗·史密斯,William Paul Smith
1167040,塞西尔·威廉斯 Rev. Cecil Williams,塞西尔·威廉斯,Rev. Cecil Williams
1140550,维克托·莱德·维斯勒 Victor Raider-Wexler,维克托·莱德·维斯勒,Victor Raider-Wexler
1001023,艾丽莎·安德瑞格 Alissa Anderegg,艾丽莎·安德瑞格,Alissa Anderegg
1016681,小罗伯特·唐尼 Robert Downey Jr.,小罗伯特·唐尼,Robert Downey Jr.
1017885,克里斯·埃文斯 Chris Evans,克里斯·埃文斯,Chris Evans
1040505,马克·鲁弗洛 Mark Ruffalo,马克·鲁弗洛,Mark Ruffalo
1021959,克里斯·海姆斯沃斯 Chris Hemsworth,克里斯·海姆斯沃斯,Chris Hemsworth
1004568,乔什·布洛林 Josh Brolin,乔什·布洛林,Josh Brolin
1002667,保罗·路德 Paul Rudd,保罗·路德,Paul Rudd
1036344,凯伦·吉兰 Karen Gillan,凯伦·吉兰,Karen Gillan
1013770,杰瑞米·雷纳 Jeremy Renner,杰瑞米·雷纳,Jeremy Renner
1054453,斯嘉丽·约翰逊 Scarlett Johansson,斯嘉丽·约翰逊,Scarlett Johansson
1053573,唐·钱德尔 Don Cheadle,唐·钱德尔,Don Cheadle
1027194,布丽·拉尔森 Brie Larson,布丽·拉尔森,Brie Larson
1013757,布莱德利·库珀 Bradley Cooper,布莱德利·库珀,Bradley Cooper
1027395,泰莎·汤普森 Tessa Thompson,泰莎·汤普森,Tessa Thompson
1325351,汤姆·赫兰德 Tom Holland,汤姆·赫兰德,Tom Holland
1129847,伊丽莎白·奥尔森 Elizabeth Olsen,伊丽莎白·奥尔森,Elizabeth Olsen
1009405,本尼迪克特·康伯巴奇 Benedict Cumberbatch,本尼迪克特·康伯巴奇,Benedict Cumberbatch
1025152,蒂尔达·斯文顿 Tilda Swinton,蒂尔达·斯文顿,Tilda Swinton
1018985,格温妮斯·帕特洛 Gwyneth Paltrow,格温妮斯·帕特洛,Gwyneth Paltrow
1004610,蕾妮·罗素 Rene Russo,蕾妮·罗素,Rene Russo
1022661,约翰·斯拉特里 John Slattery,约翰·斯拉特里,John Slattery
1327680,查德维克·博斯曼 Chadwick Boseman,查德维克·博斯曼,Chadwick Boseman
1027217,安东尼·麦凯 Anthony Mackie,安东尼·麦凯,Anthony Mackie
1021985,塞巴斯蒂安·斯坦 Sebastian Stan,塞巴斯蒂安·斯坦,Sebastian Stan
1017967,克里斯·帕拉特 Chris Pratt,克里斯·帕拉特,Chris Pratt
1004596,汤姆·希德勒斯顿 Tom Hiddleston,汤姆·希德勒斯顿,Tom Hiddleston
1047985,佐伊·索尔达娜 Zoe Saldana,佐伊·索尔达娜,Zoe Saldana
1308787,丹娜·奎里拉 Danai Gurira,丹娜·奎里拉,Danai Gurira
1301179,本尼迪克特·黄 Benedict Wong,本尼迪克特·黄,Benedict Wong
1313255,庞·克莱门捷夫 Pom Klementieff,庞·克莱门捷夫,Pom Klementieff
1014003,戴夫·巴蒂斯塔 Dave Bautista,戴夫·巴蒂斯塔,Dave Bautista
1021963,伊万杰琳·莉莉 Evangeline Lilly,伊万杰琳·莉莉,Evangeline Lilly
1000051,海莉·阿特维尔 Hayley Atwell,海莉·阿特维尔,Hayley Atwell
1047974,玛丽莎·托梅 Marisa Tomei,玛丽莎·托梅,Marisa Tomei
1025214,安吉拉·贝塞特 Angela Bassett,安吉拉·贝塞特,Angela Bassett
1053620,迈克尔·道格拉斯 Michael Douglas,迈克尔·道格拉斯,Michael Douglas
1035642,米歇尔·菲佛 Michelle Pfeiffer,米歇尔·菲佛,Michelle Pfeiffer
1031849,威廉·赫特 William Hurt,威廉·赫特,William Hurt
1000018,寇碧·史莫德斯 Cobie Smulders,寇碧·史莫德斯,Cobie Smulders
1022552,肖恩·古恩 Sean Gunn,肖恩·古恩,Sean Gunn
1362864,温斯顿·杜克 Winston Duke,温斯顿·杜克,Winston Duke
1339359,马克斯米利亚诺·赫尔南德斯 Maximiliano Hernández,马克斯米利亚诺·赫尔南德斯,Maximiliano Hernández
1100321,弗兰克·格里罗 Frank Grillo,弗兰克·格里罗,Frank Grillo
1027879,真田广之 Hiroyuki Sanada,真田广之,Hiroyuki Sanada
1332428,汤姆-沃恩-劳勒 Tom Vaughan-Lawlor,汤姆-沃恩-劳勒,Tom Vaughan-Lawlor
1049713,詹姆斯·达西 James D&#39;Arcy,詹姆斯·达西,James D&#39;Arcy
1376777,雅各布·巴特朗 Jacob Batalon,雅各布·巴特朗,Jacob Batalon
1041020,范·迪塞尔 Vin Diesel,范·迪塞尔,Vin Diesel
1053617,罗伯特·雷德福 Robert Redford,罗伯特·雷德福,Robert Redford
1054408,塞缪尔·杰克逊 Samuel L. Jackson,塞缪尔·杰克逊,Samuel L. Jackson
1210466,伊薇特·尼科尔·布朗 Yvette Nicole Brown,伊薇特·尼科尔·布朗,Yvette Nicole Brown
1392731,卡梅伦·布鲁姆布罗 Cameron Brumbelow,卡梅伦·布鲁姆布罗,Cameron Brumbelow
1392730,蒂莫西·卡尔 Timothy Carr,蒂莫西·卡尔,Timothy Carr
1013874,凯瑞·康顿 Kerry Condon,凯瑞·康顿,Kerry Condon
1392741,迈克尔·A·库克 Michael A. Cook,迈克尔·A·库克,Michael A. Cook
1342808,凯莉·库恩 Carrie Coon,凯莉·库恩,Carrie Coon
1321687,艾玛·福尔曼 Emma Fuhrmann,艾玛·福尔曼,Emma Fuhrmann
1392734,雷纳·加拉赫 Renah Gallagher,雷纳·加拉赫,Renah Gallagher
1392732,丹妮拉·加斯基 Daniela Gaskie,丹妮拉·加斯基,Daniela Gaskie
1275017,郑肯 Ken Jeong,郑肯,Ken Jeong
1392722,小弗洛伊德·安东尼·约翰 Floyd Anthony Johns Jr.,小弗洛伊德·安东尼·约翰,Floyd Anthony Johns Jr.
1348037,罗斯·马昆德 Ross Marquand,罗斯·马昆德,Ross Marquand
1392739,布伦特·麦吉 Brent McGee,布伦特·麦吉,Brent McGee
1392737,迈克尔·皮耶里诺·米勒 Michael Pierino Miller,迈克尔·皮耶里诺·米勒,Michael Pierino Miller
1126747,卡兰·马尔韦 Callan Mulvey,卡兰·马尔韦,Callan Mulvey
1341026,泰瑞·诺塔里 Terry Notary,泰瑞·诺塔里,Terry Notary
1133195,吉米·雷·皮肯斯 Jimmy Ray Pickens,吉米·雷·皮肯斯,Jimmy Ray Pickens
1344984,迈克尔·詹姆斯·肖 Michael James Shaw,迈克尔·詹姆斯·肖,Michael James Shaw
1322702,泰·辛普金斯 Ty Simpkins,泰·辛普金斯,Ty Simpkins
1392736,格雷格·蒂芬 Greg Tiffan,格雷格·蒂芬,Greg Tiffan
1415181,艾娃·罗素 Ava Russo,艾娃·罗素,Ava Russo
1392738,玛丽亚·Z·威尔逊 Maria Z. Wilson,玛丽亚·Z·威尔逊,Maria Z. Wilson
1392735,本杰明·韦弗 Benjamin Weaver,本杰明·韦弗,Benjamin Weaver
1392728,劳尔·阿尔坎塔 Raul Alcantar,劳尔·阿尔坎塔,Raul Alcantar
1392727,雅各布·埃文斯 Jacob Evans,雅各布·埃文斯,Jacob Evans
1411163,何塞·阿尔弗雷多·费尔南德斯 José Alfredo Fernandez,何塞·阿尔弗雷多·费尔南德斯,José Alfredo Fernandez
1392726,布伦特·莫雷尔·加斯金斯 Brent Moorer Gaskins,布伦特·莫雷尔·加斯金斯,Brent Moorer Gaskins
1266890,安东尼·B·哈里斯 Anthony B. Harris,安东尼·B·哈里斯,Anthony B. Harris
1392740,肖恩·麦克米伦 Shaun McMillan,肖恩·麦克米伦,Shaun McMillan
1392724,罗伯特·佩恩 Robert Payen,罗伯特·佩恩,Robert Payen
1392725,麦克斯威尔·海史密斯 Maxwell Highsmith,麦克斯威尔·海史密斯,Maxwell Highsmith
1402482,罗伯特·廷斯利 Robert Tinsley,罗伯特·廷斯利,Robert Tinsley
1393240,费斯·洛根 Faith Logan,费斯·洛根,Faith Logan
1392723,保罗·皮尔斯伯里 Paul Pillsbury,保罗·皮尔斯伯里,Paul Pillsbury
1392752,特拉维斯·汤普森 Travis Thompson,特拉维斯·汤普森,Travis Thompson
1415276,亚历珊德拉‧瑞秋·拉贝 Alexandra Rachael Rabe,亚历珊德拉‧瑞秋·拉贝,Alexandra Rachael Rabe
1392777,贾迈尔·钱伯斯 Jamel Chambers,贾迈尔·钱伯斯,Jamel Chambers
1473542,杰克·尚皮永 Jack Champion,杰克·尚皮永,Jack Champion
1480364,詹妮弗·拉塞尔 Jennifer &#39;Ms Fer&#39; Russell,詹妮弗·拉塞尔,Jennifer &#39;Ms Fer&#39; Russell
1392693,阿米纳·卡普兰 Ameenah Kaplan,阿米纳·卡普兰,Ameenah Kaplan
1489470,本·坂本 Ben Sakamoto,本·坂本,Ben Sakamoto
1451446,Jennifer Cain Jennifer Cain,Jennifer,Cain Jennifer Cain
1412334,杰克逊·艾顿 Jackson A. Dunn,杰克逊·艾顿,Jackson A. Dunn
1385882,张闻天 Wentian Zhang,张闻天,Wentian Zhang
1040997,理查·基尔 Richard Gere,理查·基尔,Richard Gere
1049499,莎拉·罗默尔 Sarah Roemer,莎拉·罗默尔,Sarah Roemer
1025215,琼·艾伦 Joan Allen,琼·艾伦,Joan Allen
1333949,罗比·萨布莱特 Robbie Sublett,罗比·萨布莱特,Robbie Sublett
1002775,艾瑞克·阿瓦利 Erick Avari,艾瑞克·阿瓦利,Erick Avari
1149250,田川洋行 Cary-Hiroyuki Tagawa,田川洋行,Cary-Hiroyuki Tagawa
1027843,杰森·亚历山大 Jason Alexander,杰森·亚历山大,Jason Alexander
1009520,罗伯特·卡普荣 Robert Capron,罗伯特·卡普荣,Robert Capron
1250978,凯文·德科斯泰 Kevin DeCoste,凯文·德科斯泰,Kevin DeCoste
1237687,高岛彩 Aya Takashima,高岛彩,Aya Takashima
1468979,奇科 Chico,奇科,Chico
1468980,莱拉 Layla,莱拉,Layla
1468982,福雷斯特 Forrest,福雷斯特,Forrest
1243917,Ellen Becker-Gray Ellen Becker-Gray,Ellen,Becker-Gray Ellen Becker-Gray
1238578, Ben Skinner,Ben,Skinner
1116054,达文尼亚·麦克法登 Davenia McFadden,达文尼亚·麦克法登,Davenia McFadden
1176308,贝茨·怀尔德 Bates Wilder,贝茨·怀尔德,Bates Wilder
1223745,亚美利哥·普雷休蒂 Americo Presciutti,亚美利哥·普雷休蒂,Americo Presciutti
1228071,盖尔·布格贾 Gail Bugeja,盖尔·布格贾,Gail Bugeja
1230929,马丁·蒙塔纳 Martin Montana,马丁·蒙塔纳,Martin Montana
1234258, Michael Kelly,Michael,Kelly
1236160, Raymond Alongi,Raymond,Alongi
1393813,赞恩·阿尔·拉菲亚 Zain al-Rafeea,赞恩·阿尔·拉菲亚,Zain al-Rafeea
1411924,约丹诺斯·希费罗 Yordanos Shiferaw,约丹诺斯·希费罗,Yordanos Shiferaw
1395545,博鲁瓦蒂夫·特雷杰·班科尔 Boluwatife Treasure Bankole,博鲁瓦蒂夫·特雷杰·班科尔,Boluwatife Treasure Bankole
1411925,卡萨尔·艾尔·哈达德 Kawsar Al Haddad,卡萨尔·艾尔·哈达德,Kawsar Al Haddad
1411926,法迪·尤瑟夫 Fadi Yousef,法迪·尤瑟夫,Fadi Yousef
1411927,海塔·塞德拉·伊扎姆 Haita &#39;Cedra&#39; Izzam,海塔·塞德拉·伊扎姆,Haita &#39;Cedra&#39; Izzam
1411928,阿拉·乔什涅 Alaa Chouchnieh,阿拉·乔什涅,Alaa Chouchnieh
1411929,埃利亚斯·库利 Elias Khoury,埃利亚斯·库利,Elias Khoury
1411930,努尔·艾尔·侯赛尼 Nour El Husseini,努尔·艾尔·侯赛尼,Nour El Husseini
1044899,周润发 Yun-Fat Chow,周润发,Yun-Fat Chow
1036905,刘嘉玲 Carina Lau,刘嘉玲,Carina Lau
1053618,陈坤 Kun Chen,陈坤,Kun Chen
1026454,张默 Mo Zhang,张默,Mo Zhang
1274290,姜武 Wu Jiang,姜武,Wu Jiang
1037851,周韵 Yun Zhou,周韵,Yun Zhou
1007401,廖凡 Fan Liao,廖凡,Fan Liao
1274497,姚橹 Lu Yao,姚橹,Lu Yao
1274884,邵兵 Bing Shao,邵兵,Bing Shao
1033846,苗圃 Pu Miao,苗圃,Pu Miao
1032540,胡军 Jun Hu,胡军,Jun Hu
1275964,马珂 Ke Ma,马珂,Ke Ma
1275547,白冰 Bing Bai,白冰,Bing Bai
1275965,杜奕衡 John Do,杜奕衡,John Do
1275973,李静 Jing Li,李静,Jing Li
1275967,胡明 Ming Hu,胡明,Ming Hu
1275968,杨奇雨 Qiyu Yang,杨奇雨,Qiyu Yang
1313245,赵铭 Ming Zhao,赵铭,Ming Zhao
1317056,马元 Yuan Ma,马元,Yuan Ma
1320627,宣晓鸣 Xiaoming Xuan,宣晓鸣,Xiaoming Xuan
1016528,绀野千春 Chiharu Konno,绀野千春,Chiharu Konno
1344685,姜洪齐 Hongqi Jiang,姜洪齐,Hongqi Jiang
1397608,吴昔果 Xiguo Wu,吴昔果,Xiguo Wu
1052863,岳红 Hong Yue,岳红,Hong Yue
1397607,沙瑀 Yu Sha,沙瑀,Yu Sha
1397606,陈磊 Lei Chen,陈磊,Lei Chen
1326492,文祥 Xiang Wen,文祥,Xiang Wen
1019382,日高范子 Noriko Hidaka,日高范子,Noriko Hidaka
1025582,坂本千夏 Chika Sakamoto,坂本千夏,Chika Sakamoto
1379738,糸井重里 Shigesato Itoi,糸井重里,Shigesato Itoi
1037668,岛本须美 Sumi Shimamoto,岛本须美,Sumi Shimamoto
1020128,北林谷荣 Tanie Kitabayashi,北林谷荣,Tanie Kitabayashi
1033543,高木均 Hitoshi Takagi,高木均,Hitoshi Takagi
1379740,雨笠利幸 Toshiyuki Amagasa,雨笠利幸,Toshiyuki Amagasa
1031175,丸山裕子 Yûko Maruyama,丸山裕子,Yûko Maruyama
1043679,广濑正志 Masashi Hirose,广濑正志,Masashi Hirose
1020749,鹫尾真知子 Machiko Washio,鹫尾真知子,Machiko Washio
1155760,铃木玲子 Reiko Suzuki,铃木玲子,Reiko Suzuki
1008229,千叶繁 Shigeru Chiba,千叶繁,Shigeru Chiba
1158783,龙田直树 Naoki Tatsuta,龙田直树,Naoki Tatsuta
1158006,鳕子 Tarako,鳕子,Tarako
1008414,西村朋纮 Tomohiro Nishimura,西村朋纮,Tomohiro Nishimura
1379741,石田光子 Mitsuko Ishida,石田光子,Mitsuko Ishida
1321134,神代知衣 Chie Kôjiro,神代知衣,Chie Kôjiro
1014865,中村大树 Daiki Nakamura,中村大树,Daiki Nakamura
1118042,水谷优子 Yûko Mizutani,水谷优子,Yûko Mizutani
1052457,平松晶子 Akiko Hiramatsu,平松晶子,Akiko Hiramatsu
1025401,大谷育江 Ikue Ootani,大谷育江,Ikue Ootani
1013785,达科塔·范宁 Dakota Fanning,达科塔·范宁,Dakota Fanning
1025133,艾丽·范宁 Elle Fanning,艾丽·范宁,Elle Fanning
1274294,秦岚 Lan Qin,秦岚,Lan Qin
1031946,蒂姆·达利 Tim Daly,蒂姆·达利,Tim Daly
1032098,丽娅·萨隆加 Lea Salonga,丽娅·萨隆加,Lea Salonga
1048205,帕特·卡洛尔 Pat Carroll,帕特·卡洛尔,Pat Carroll
1004775,保罗·布切 Paul Butcher,保罗·布切,Paul Butcher
1031825,弗兰克·维尔克 Frank Welker,弗兰克·维尔克,Frank Welker
1120584,特蕾丝·麦克尼尔 Tress MacNeille,特蕾丝·麦克尼尔,Tress MacNeille
1048265,露西·泰勒 Russi Taylor,露西·泰勒,Russi Taylor
1114264,道格·斯通 Doug Stone,道格·斯通,Doug Stone
1036624,马特·阿德勒 Matt Adler,马特·阿德勒,Matt Adler
1274761,张译 Yi Zhang,张译,Yi Zhang
1354442,黄景瑜 Johnny Huang,黄景瑜,Johnny Huang
1272245,海清 Qing Hai,海清,Qing Hai
1322949,杜江 Jiang Du,杜江,Jiang Du
1313597,蒋璐霞 Luxia Jiang,蒋璐霞,Luxia Jiang
1313047,王强 Qiang Wang,王强,Qiang Wang
1326477,郭家豪 Jiahao Guo,郭家豪,Jiahao Guo
1377802,王雨甜 Yutian Wang,王雨甜,Yutian Wang
1377803,麦亨利 Henry Mai,麦亨利,Henry Mai
1274319,张涵予 Hanyu Zhang,张涵予,Hanyu Zhang
1350317,王彦霖 Yanlin Wang,王彦霖,Yanlin Wang
1495482,卢毅 Yi Lu,卢毅,Yi Lu
1371050,王翼鹏 Yipeng Wang,王翼鹏,Yipeng Wang
1383953,屈浩明 Haoming Qu,屈浩明,Haoming Qu
1398766,尚 Shaune,尚,Shaune
1495483,梅祖阿里·侯萨姆 Mezouari Houssam,梅祖阿里·侯萨姆,Mezouari Houssam
1495481,张天耀 Tianyao Zhang,张天耀,Tianyao Zhang
1389166,于大伟 David Yu,于大伟,David Yu
1000145,霍思燕 Siyan Huo,霍思燕,Siyan Huo
1389040,黄芬芬 ,黄芬芬,
1339078,蔡洁 Jacky Cai,蔡洁,Jacky Cai
1402566,李响 Xiang Li,李响,Xiang Li
1031194,任达华 Simon Yam,任达华,Simon Yam
1032148,乔治·麦凯 George MacKay,乔治·麦凯,George MacKay
1341989,迪恩-查尔斯·查普曼 Dean-Charles Chapman,迪恩-查尔斯·查普曼,Dean-Charles Chapman
1031223,科林·费尔斯 Colin Firth,科林·费尔斯,Colin Firth
1274374,马克·斯特朗 Mark Strong,马克·斯特朗,Mark Strong
1314927,理查德·麦登 Richard Madden,理查德·麦登,Richard Madden
1274365,安德鲁·斯科特 Andrew Scott,安德鲁·斯科特,Andrew Scott
1000257,丹尼尔·梅斯 Daniel Mays,丹尼尔·梅斯,Daniel Mays
1356735,阿德里安·斯卡伯勒 Adrian Scarborough,阿德里安·斯卡伯勒,Adrian Scarborough
1412780,约翰·霍林沃思 John Hollingworth,约翰·霍林沃思,John Hollingworth
1363128,克里斯·瓦利 Chris Walley,克里斯·瓦利,Chris Walley
1274380,杰米·帕克 Jamie Parker,杰米·帕克,Jamie Parker
1414390,罗伯特‧马瑟 Robert Maaser,罗伯特‧马瑟,Robert Maaser
1356178,贾斯汀·爱德华兹 Justin Edwards,贾斯汀·爱德华兹,Justin Edwards
1355868,理查德·麦凯布 Richard McCabe,理查德·麦凯布,Richard McCabe
1080228,理查德·德姆西 Richard Dempsey,理查德·德姆西,Richard Dempsey
1418615,安森·布恩 Anson Boon,安森·布恩,Anson Boon
1389738,雅各布·詹姆斯·贝西克 Jacob James Beswick,雅各布·詹姆斯·贝西克,Jacob James Beswick
1412333,特蕾莎·马奥尼 Teresa Mahoney,特蕾莎·马奥尼,Teresa Mahoney
1314460,皮普·卡特 Pip Carter,皮普·卡特,Pip Carter
1430038,保罗·廷托 Paul Tinto,保罗·廷托,Paul Tinto
1430037,安迪·阿波罗 Andy Apollo,安迪·阿波罗,Andy Apollo
1430039,约瑟夫·戴维斯 Josef Davies,约瑟夫·戴维斯,Josef Davies
1430040,比利·波斯特莱斯韦特 Billy Postlethwaite,比利·波斯特莱斯韦特,Billy Postlethwaite
1430041,加布里埃尔·阿库乌迪克 Gabriel Akuwudike,加布里埃尔·阿库乌迪克,Gabriel Akuwudike
1430042,斯派克·莱顿 Spike Leighton,斯派克·莱顿,Spike Leighton
1426851,亚当·赫吉尔 Adam Hugill,亚当·赫吉尔,Adam Hugill
1428207,纳巴汉·里兹万 Nabhaan Rizwan,纳巴汉·里兹万,Nabhaan Rizwan
1428208,克莱尔·迪比尔克 Claire Duburcq,克莱尔·迪比尔克,Claire Duburcq
1394515,乔纳·罗素 Jonah Russell,乔纳·罗素,Jonah Russell
1208463,迈克尔·吉普森 Michael Jibson,迈克尔·吉普森,Michael Jibson
1250911,格伦·霍威尔 Gerran Howell,格伦·霍威尔,Gerran Howell
1443002,Taddeo Kufus Taddeo Kufus,Taddeo,Kufus Taddeo Kufus
1484475,瑞安·诺兰 Ryan Nolan,瑞安·诺兰,Ryan Nolan
1274626,陈建斌 Jianbin Chen,陈建斌,Jianbin Chen
1362973,任素汐 Suxi Ren,任素汐,Suxi Ren
1316365,潘斌龙 Binlong Pan,潘斌龙,Binlong Pan
1274213,九孔 Kong Jiu,九孔,Kong Jiu
1352249,马吟吟 Yinyin Ma,马吟吟,Yinyin Ma
1325067,程怡 Yi Cheng,程怡,Yi Cheng
1340457,宁桓宇 Huanyu Ning,宁桓宇,Huanyu Ning
1369977,邓恩熙 Enxi Deng,邓恩熙,Enxi Deng
1353699,谢波 Bo Xie,谢波,Bo Xie
1404396,范翔 Xiang Fan,范翔,Xiang Fan
1404397,赵梓冲 Zichong Zhao,赵梓冲,Zichong Zhao
1388977,史策 Ce Shi,史策,Ce Shi
1390556,马睿瀚 Ruihan Ma,马睿瀚,Ruihan Ma
1404398,林海 Hai Lin,林海,Hai Lin
1324500,邓钢 Gang Deng,邓钢,Gang Deng
1404318,尧十三 Shisan Yao,尧十三,Shisan Yao
1413852,国义骞 Yiqian Guo,国义骞,Yiqian Guo
1416006,周铨 Quan Zhou,周铨,Quan Zhou
1018355,马里奥·卡萨斯 Mario Casas,马里奥·卡萨斯,Mario Casas
1300235,阿娜·瓦格纳 Ana Wagener,阿娜·瓦格纳,Ana Wagener
1074062,何塞·科罗纳多 José Coronado,何塞·科罗纳多,José Coronado
1000889,巴巴拉·莱涅 Bárbara Lennie,巴巴拉·莱涅,Bárbara Lennie
1130170,弗兰塞斯克·奥雷利亚 Francesc Orella,弗兰塞斯克·奥雷利亚,Francesc Orella
1316786,帕科·图斯 Paco Tous,帕科·图斯,Paco Tous
1142512,大卫·塞尔瓦斯 David Selvas,大卫·塞尔瓦斯,David Selvas
1370702,伊尼戈·加斯特西 Iñigo Gastesi,伊尼戈·加斯特西,Iñigo Gastesi
1370703,圣·耶拉莫斯 San Yélamos,圣·耶拉莫斯,San Yélamos
1370704,马内尔·杜维索 Manel Dueso,马内尔·杜维索,Manel Dueso
1370705,布兰卡·马丁内斯 Blanca Martínez,布兰卡·马丁内斯,Blanca Martínez
1345183,佩雷·布拉索 Pere Brasó,佩雷·布拉索,Pere Brasó
1370706,霍尔迪·布鲁内特 Jordi Brunet,霍尔迪·布鲁内特,Jordi Brunet
1092568,鲍比·冈萨雷斯 Bobby Gonzalez,鲍比·冈萨雷斯,Bobby Gonzalez
1370707,玛蒂娜·乌尔塔多 Martina Hurtado,玛蒂娜·乌尔塔多,Martina Hurtado
1385515,安妮可·韦尔茨 Annick Weerts,安妮可·韦尔茨,Annick Weerts
