person_id,movie_id,movie_role
1001404,6786002,author
1010884,6786002,author
1019002,1292370,author
1045371,1292370,author
1107737,1296996,author
1022772,1296996,author
1035651,1293172,author
1294254,1293172,author
1299737,1293172,author
1292932,1305487,author
1313103,4739952,author
1010552,1866479,author
1294247,1866479,author
1107737,1291544,author
1022772,1291544,author
1036863,1293839,author
1023500,1293839,author
1038742,1293839,author
1107737,3011235,author
1022772,3011235,author
1288751,26325320,author
1032789,26325320,author
1306770,1432146,author
1286819,1432146,author
1305751,1432146,author
1305762,1432146,author
1050183,1432146,author
1015145,1432146,author
1013888,1432146,author
1283130,1298070,author
1009677,1298070,author
1278161,1298070,author
1344903,1298070,author
1289511,1292215,author
1054518,1292215,author
1378769,27024903,author
1378770,27024903,author
1331673,27024903,author
1019085,26799731,author
1384656,26799731,author
1044872,11525673,author
1338344,11525673,author
1037692,11525673,author
1049916,2334904,author
1197911,2334904,author
1337073,21937452,author
1337074,21937452,author
1363942,21937452,author
1394254,21937452,author
1000393,1485260,author
1298743,1485260,author
1028036,1485260,author
1032241,1907966,author
1326818,1907966,author
1041137,1907966,author
1000304,26611804,author
1285555,1292343,author
1279265,1292343,author
1327977,1457217,author
1022772,1457217,author
1092322,7065154,author
1332275,7065154,author
1332273,7065154,author
1332276,7065154,author
1392691,7065154,author
1097314,7065154,author
1360715,7065154,author
1047311,7065154,author
1051248,7065154,author
1332277,7065154,author
1322097,1297447,author
1013899,1291843,author
1161012,1291843,author
1050456,1298624,author
1005934,1298624,author
1012808,1298624,author
1016782,1298624,author
1314395,1862151,author
1274265,1862151,author
1310743,1862151,author
1290316,26374197,author
1296189,26374197,author
1023346,26374197,author
1394971,26374197,author
1041593,26374197,author
1013888,26374197,author
1406472,26374197,author
1406473,26374197,author
1379633,26709258,author
1422745,26709258,author
1471077,26709258,author
1337033,26709258,author
1036703,1418200,author
1010024,1418200,author
1054514,1418200,author
1013998,1291571,author
1279114,1291571,author
1040524,1291571,author
1152849,1291571,author
1092322,25937854,author
1332273,25937854,author
1332276,25937854,author
1022840,1292223,author
1338003,21318488,author
1019724,25958717,author
1335044,25958717,author
1276125,6390823,author
1276126,6390823,author
1154644,6390823,author
1050183,6390823,author
1491214,6390823,author
1338892,6390823,author
1491848,6390823,author
1312517,2353023,author
1018302,2353023,author
1032241,2353023,author
1341317,2353023,author
1014996,25934014,author
1005064,1292220,author
1070754,26787574,author
1322146,26787574,author
1341559,26787574,author
1384382,26787574,author
1076354,30170546,author
1421871,30170546,author
1286121,1293544,author
1000753,1293544,author
1317631,25716096,author
1304615,26393561,author
1350821,26393561,author
1013998,1291552,author
1279114,1291552,author
1040524,1291552,author
1152849,1291552,author
1275104,1780330,author
1054524,1780330,author
1009979,1780330,author
1276314,26336252,author
1028370,26336252,author
1062919,1300299,author
1334815,1300299,author
1334718,1300299,author
1335174,4202982,author
1279552,4202982,author
1427028,4202982,author
1002906,4202982,author
1319978,10777687,author
1328269,10777687,author
1327951,10777687,author
1327952,10777687,author
1032271,25864085,author
1352278,25864085,author
1300390,1828115,author
1050276,1828115,author
1076575,1828115,author
1497844,1297518,author
1054417,1292656,author
1054443,1292656,author
1036450,1291579,author
1284753,1291579,author
1277721,1291579,author
1327382,1291579,author
1171775,1291579,author
1022803,1291579,author
1358669,1291579,author
1358670,1291579,author
1028474,1291579,author
1036537,3395373,author
1275104,3395373,author
1054524,3395373,author
1041392,3395373,author
1281219,1297192,author
1041024,1291999,author
1274962,3011051,author
1345498,26277313,author
1346338,26277313,author
1346337,26277313,author
1346336,26277313,author
1346335,26277313,author
1275984,26277313,author
1041639,1300267,author
1010050,1300267,author
1048600,1300267,author
1032523,1300267,author
1001422,1300267,author
1019629,1300267,author
1025246,1296339,author
1041345,1296339,author
1314946,5989818,author
1040673,10577869,author
1054439,1297359,author
1047893,3008247,author
1286490,3008247,author
1054439,1307811,author
1015515,1307811,author
1338840,21937445,author
1340054,21937445,author
1278410,1291578,author
1303825,1291578,author
1276803,1291578,author
1299248,1291578,author
1361292,1291578,author
1304031,1291578,author
1333600,21360417,author
1276115,3649049,author
1049678,27202818,author
1393516,27615441,author
1393517,27615441,author
1050010,1296141,author
1054385,1296141,author
1017035,1296141,author
1038123,26628357,author
1360481,26628357,author
1054421,1291818,author
1300390,1291818,author
1050276,1291818,author
1315265,3075287,author
1021999,1291858,author
1276014,1291858,author
1275245,1291858,author
1331420,1291858,author
1473856,1291858,author
1007266,1294408,author
1001162,1294408,author
1033169,1294408,author
1037077,1294408,author
1005247,1294408,author
1313056,1978709,author
1313055,1978709,author
1313057,1978709,author
1018394,1418834,author
1293694,1418834,author
1130757,1418834,author
1340066,6538866,author
1340071,6538866,author
1102999,6538866,author
1396185,6538866,author
1018114,24405378,author
1031852,24405378,author
1014154,24405378,author
1001198,24405378,author
1316865,1418019,author
1315309,1418019,author
1275984,1418019,author
1022803,10533913,author
1282165,10533913,author
1289713,10533913,author
1348615,10533913,author
1275917,10533913,author
1351772,10533913,author
1294383,10533913,author
1017902,10533913,author
1049515,10533913,author
1341603,10463953,author
1347751,10463953,author
1274278,24719063,author
1317631,24719063,author
1369159,24719063,author
1013917,6850547,author
1036450,6850547,author
1022803,6850547,author
1022678,6850547,author
1315286,6850547,author
1404314,6850547,author
1404315,6850547,author
1274234,1297574,author
1027853,1297574,author
1322098,1297574,author
1023888,26614893,author
1359912,26614893,author
1406467,26614893,author
1359914,26614893,author
1330311,26614893,author
1296698,1309163,author
1319469,1309163,author
1013927,1309163,author
1054439,1959877,author
1022993,1482072,author
1000785,1482072,author
1041483,1296736,author
1041024,1292328,author
1019677,1292328,author
1341214,26647117,author
1054419,1299131,author
1027498,1299131,author
1342405,25807345,author
1343115,25807345,author
1274431,1316510,author
1019677,1316510,author
1275917,1858711,author
1013917,1858711,author
1036450,1858711,author
1022678,1858711,author
1307788,20438964,author
1168874,20438964,author
1324037,20438964,author
1295326,20438964,author
1359015,20438964,author
1014996,25773932,author
1292721,1395091,author
1383308,1395091,author
1307788,6534248,author
1335174,6534248,author
1324037,6534248,author
1295326,6534248,author
1017907,6534248,author
1042383,6534248,author
1327012,6534248,author
1009233,6534248,author
1025246,1291990,author
1036420,1291990,author
1018984,1291990,author
1041345,1291990,author
1054439,4202302,author
1320589,4202302,author
1037734,4202302,author
1315887,4917726,author
1335499,4917726,author
1015633,25814705,author
1349391,25814705,author
1331648,27059130,author
1041024,1292679,author
1347624,23761370,author
1028134,23761370,author
1025148,1293350,author
1341214,25917973,author
1350888,25917973,author
1350889,25917973,author
1041024,1291557,author
1340661,1291557,author
1027514,25980443,author
1316646,27119586,author
1352058,27119586,author
1044973,1900841,author
1018008,1292274,author
1284761,1292274,author
1292932,1292274,author
1015633,25814707,author
1349391,25814707,author
1022570,1297630,author
1022820,1291545,author
1464867,1291545,author
1021999,1291875,author
1274389,1291875,author
1353300,25724855,author
1036395,25765735,author
1339873,25765735,author
1032312,25765735,author
1054444,6307447,author
1054439,1297052,author
1095757,1297052,author
1365734,30292777,author
1312987,30292777,author
1319555,5322596,author
1274351,25895901,author
1320065,25895901,author
1075862,3734112,author
1274308,3734112,author
1319216,3734112,author
1328389,1867345,author
1025246,10808442,author
1036420,10808442,author
1018984,10808442,author
1041345,10808442,author
1033260,1292224,author
1050456,1292224,author
1050511,1292224,author
1042473,1292224,author
1037133,1293182,author
1054439,1291585,author
1327606,25798222,author
1415757,6981153,author
1004913,6981153,author
1344819,26761416,author
1319686,26259677,author
1357234,26259677,author
1032122,1417598,author
1014029,1417598,author
1045236,6985810,author
1327660,6985810,author
1022982,10485647,author
1018114,10485647,author
1031852,10485647,author
1038214,10485647,author
1076765,10485647,author
1275229,1303394,author
1007152,1303394,author
1023289,1783457,author
1050755,1783457,author
1295414,1783457,author
1300199,1783457,author
1010314,24750126,author
1221750,24750126,author
1056046,3592854,author
1341733,3592854,author
1289493,3592854,author
1343897,20645098,author
1310107,20645098,author
1148551,20645098,author
1293683,20645098,author
1022817,1294639,author
1356850,25977027,author
1137414,25977027,author
1275900,25977027,author
1276029,3821067,author
1316577,3821067,author
1041024,3821067,author
1372116,26593587,author
1319263,27113517,author
1054439,6791750,author
1489015,6791750,author
1313063,4915857,author
1313062,4915857,author
1309514,4915857,author
1274495,4268598,author
1317760,4268598,author
1049824,1309101,author
1022820,1309101,author
1013899,1302467,author
1161012,1302467,author
1013899,1304141,author
1161012,1304141,author
1041024,1305690,author
1009628,10512661,author
1339873,10512661,author
1036650,10512661,author
1275039,1303021,author
1286677,10741643,author
1316464,10741643,author
1031931,10741643,author
1280127,6874403,author
1362188,26416603,author
1263194,26416603,author
1362189,26416603,author
1009508,1794171,author
1049959,1794171,author
1295917,1794171,author
1333617,1793929,author
1319828,1793929,author
1313689,26340419,author
1327901,26340419,author
1220668,26340419,author
1054444,1291580,author
1031221,1291580,author
1319989,10437779,author
1297162,4023638,author
1037097,1760622,author
1004512,1760622,author
1047989,1760622,author
1001020,1760622,author
1053554,1307394,author
1292721,1307394,author
1314946,27166442,author
1292721,27166442,author
1274351,1292337,author
1003660,1292262,author
1051162,1292262,author
1359878,1292262,author
1033800,1292262,author
1017013,1292262,author
1013894,1292262,author
1457765,1292262,author
1013917,1291575,author
1022803,1291575,author
1036450,1291575,author
1031974,1291575,author
1010552,1291575,author
1280989,1291575,author
1298012,1291575,author
1002724,1294371,author
1322146,2133323,author
1037573,2133323,author
1023547,1302827,author
1439590,1302827,author
1054440,1302827,author
1283130,1315574,author
1009677,1315574,author
1278161,1315574,author
1344903,1315574,author
1275245,3804891,author
1312749,3804891,author
1328313,3804891,author
1331159,3804891,author
1336247,3804891,author
1274265,3804891,author
1353891,3804891,author
1145836,1959195,author
1053554,1310177,author
1321091,1310177,author
1007152,1292287,author
1313457,1292287,author
1312026,1292287,author
1040593,1308779,author
1292860,1308779,author
1351120,3011308,author
1361509,3011308,author
1042117,30257175,author
1300390,1301168,author
1050276,1301168,author
1299568,1301168,author
1314240,1301168,author
1347624,4286017,author
1028134,4286017,author
1031921,1306809,author
1285940,1300992,author
1013998,1966182,author
1279114,1966182,author
1040524,1966182,author
1027182,1966182,author
1152849,1966182,author
1013998,2973079,author
1279114,2973079,author
1040524,2973079,author
1027182,2973079,author
1152849,2973079,author
1018114,3168089,author
1031852,3168089,author
1049586,3168089,author
1357642,3168089,author
1357643,3168089,author
1274269,3168089,author
1022843,3168089,author
1344039,24875534,author
1330598,24875534,author
1344038,24875534,author
1294179,1291822,author
1036917,1291822,author
1018183,1294638,author
1333323,27019527,author
1025148,30211998,author
1405636,30211998,author
1405637,30211998,author
1395620,27024959,author
1321342,27024959,author
1010790,2149806,author
1152849,11606328,author
1013998,11606328,author
1279114,11606328,author
1040524,11606328,author
1027182,11606328,author
1041380,1293318,author
1132655,1293318,author
1363186,25983044,author
1357807,25983044,author
1054450,26871906,author
1050783,26871906,author
1049576,3006772,author
1311893,3006772,author
1353920,26419637,author
1353921,26419637,author
1382997,27172891,author
1047973,1300374,author
1049547,1300374,author
1277845,1428581,author
1316862,1428581,author
1275985,1428581,author
1462793,1428581,author
1418134,1428581,author
1126158,1307106,author
1014716,1307106,author
1004657,1293088,author
1005319,1308857,author
1340782,3274505,author
1340783,3274505,author
1032795,3274505,author
1025526,1307739,author
1274246,1307739,author
1315118,1307739,author
1048026,1307739,author
1018276,1308767,author
1049827,1308767,author
1022571,1291844,author
1301118,1291844,author
1367371,26685451,author
1367372,26685451,author
1367369,26685451,author
1367370,26685451,author
1054444,1438652,author
1036918,1292226,author
1054533,1292226,author
1390252,26654498,author
1390253,26654498,author
1387928,26654498,author
1028370,3068206,author
1341524,3068206,author
1341525,3068206,author
1004913,3068206,author
1019071,3068206,author
1000687,1291870,author
1018653,1291870,author
1276314,4746257,author
1340066,4746257,author
1340071,4746257,author
1331399,4746257,author
1286073,4746257,author
1009508,4746257,author
1049959,4746257,author
1314004,4746257,author
1310558,26794701,author
1281051,26794701,author
1023289,3233635,author
1050755,3233635,author
1013917,1291574,author
1022803,1291574,author
1279193,1291574,author
1036450,1291574,author
1287032,1291574,author
1280395,1291574,author
1365819,1291574,author
1027831,6722879,author
1005177,20470074,author
1275946,1937946,author
1028761,1937946,author
1014177,3072124,author
1316862,1307315,author
1345660,1307315,author
1019904,26346327,author
1385324,26346327,author
1036450,1291586,author
1294383,1291586,author
1295520,1291586,author
1275604,1304073,author
1326282,25837262,author
1306202,25837262,author
1376201,25837262,author
1344819,24815950,author
1344820,24815950,author
1456747,1292286,author
1275604,1292286,author
1054529,1291879,author
1094656,1291879,author
1033445,1291879,author
1427348,30331959,author
1427347,30331959,author
1327625,30331959,author
1274331,1297223,author
1019677,1297223,author
1365304,26615208,author
1335397,26615208,author
1366764,26615208,author
1054533,1292233,author
1032594,1292233,author
1316577,25919910,author
1303814,26354572,author
1293241,1291824,author
1009998,1291824,author
1045503,1293181,author
1000789,1293181,author
1027340,1292523,author
1019071,1292523,author
1050111,1820156,author
1009507,1820156,author
1032249,1820156,author
1042322,1820156,author
1281305,1820156,author
1019781,1293964,author
1039634,1293964,author
1033961,1293964,author
1001179,1293964,author
1274331,1300883,author
1314120,4876722,author
1277721,3789848,author
1284753,3789848,author
1329645,3789848,author
1370425,3789848,author
1018454,2213597,author
1012487,2213597,author
1054439,1291838,author
1005118,1950148,author
1018405,1950148,author
1054421,1303037,author
1294236,1303037,author
1050276,1303037,author
1053585,1292329,author
1368964,1292329,author
1336076,1292329,author
1286868,1292329,author
1018008,1300117,author
1331529,25954475,author
1004746,25954475,author
1387524,4848115,author
1287741,4848115,author
1387523,4848115,author
1305038,2363506,author
1126158,1307694,author
1014716,1307694,author
1014245,2300586,author
1164069,26815162,author
1017981,3205624,author
1005276,3205624,author
1027610,1298653,author
1160765,1308575,author
1019071,1292484,author
1036789,1292484,author
1004913,1292484,author
1028370,1292484,author
1340565,30241298,author
1384493,30241298,author
1431662,30241298,author
1274351,26694988,author
1300707,1292659,author
1281048,1292659,author
1292882,10757577,author
1014301,10757577,author
1320683,3071604,author
1355037,3071604,author
1038064,25842038,author
1295291,25842038,author
1018008,1419936,author
1368259,25938803,author
1301398,25769362,author
1085164,25769362,author
1025526,1300064,author
1321311,1300064,author
1315118,1300064,author
1378508,1300064,author
1338522,5908478,author
1324596,5908478,author
1332760,5908478,author
1027500,1300868,author
1297534,1300868,author
1328313,2124703,author
1312749,2124703,author
1331159,2124703,author
1331158,2124703,author
1327605,2124703,author
1310743,2124703,author
1314395,2124703,author
1338840,26863778,author
1390081,27018285,author
1392135,27018285,author
1390084,27018285,author
1016750,1863766,author
1100669,1863766,author
1307547,1863766,author
1036409,1950330,author
1027626,1292528,author
1286730,1292528,author
1419636,27040737,author
1006330,27040737,author
1320263,26683421,author
1477473,26683421,author
1025333,27002635,author
1044872,26640371,author
1045103,26640371,author
1009269,26640371,author
1383173,26640371,author
1274255,1303173,author
1342747,1303173,author
1324032,1306505,author
