movie_id,title,douban_url,poster,导演,主演,类型,制片国家/地区,年份
10463953,模仿游戏 The Imitation Game,https://movie.douban.com/subject/10463953/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,莫滕·泰杜姆,本尼迪克特·康伯巴奇/凯拉·奈特莉/马修·古迪,剧情/传记/战争/同性,英国/美国,2014
24741412,哪啊哪啊神去村 WOOD JOB！神去なあなあ日常,https://movie.douban.com/subject/24741412/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2212173720.jpg,矢口史靖,染谷将太/长泽雅美/伊藤英明,剧情/喜剧,日本,2014
22265121,另一个故乡 Die andere Heimat - Chronik einer Sehnsucht,https://movie.douban.com/subject/22265121/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2175719023.jpg,爱德嘉·莱兹,扬·迪特尔·施耐德/安东尼娅·比尔/麦斯米兰·沙伊特,剧情/历史,德国/法国,2013
10577869,时空恋旅人 About Time,https://movie.douban.com/subject/10577869/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,理查德·柯蒂斯,多姆纳尔·格里森/瑞秋·麦克亚当斯/比尔·奈伊,喜剧/爱情/奇幻,英国,2013
30409439,兹山鱼谱 자산어보,https://movie.douban.com/subject/30409439/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2634952893.jpg,李濬益,薛景求/卞约汉/李姃垠,剧情/历史/古装,韩国,2021
34908189,老友记重聚特辑 Friends: The Reunion,https://movie.douban.com/subject/34908189/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2649579601.jpg,本·温斯顿,詹妮弗·安妮斯顿/柯特妮·考克斯/马修·派瑞,喜剧/爱情,美国,2021
11500954,编舟记 舟を編む,https://movie.douban.com/subject/11500954/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2045744896.jpg,石井裕也,松田龙平/宫崎葵/小田切让,剧情,日本,2013
5996409,东京家族 東京家族,https://movie.douban.com/subject/5996409/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1919295170.jpg,山田洋次,桥爪功/吉行和子/西村雅彦,剧情/家庭,日本,2013
10543907,亨利五世 Henry V,https://movie.douban.com/subject/10543907/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2096735303.jpg,西娅·夏罗克,汤姆·希德勒斯顿/朱丽·沃特斯/约翰·赫特,剧情/历史/战争,英国,2012
1308857,可可西里,https://movie.douban.com/subject/1308857/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,陆川,多布杰/张垒/奇道,剧情/犯罪,中国大陆/中国香港,2004
1299330,爵士春秋 All That Jazz,https://movie.douban.com/subject/1299330/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2192967650.jpg,鲍勃·福斯,罗伊·谢德/杰西卡·兰格/利兰·帕尔默,剧情/喜剧/音乐/歌舞,美国,1979
1422020,我这一辈子,https://movie.douban.com/subject/1422020/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2046265383.jpg,石挥,石挥/魏鹤龄/崔超明,剧情/历史,中国大陆,1950
1389924,青之炎 青の炎,https://movie.douban.com/subject/1389924/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2893976294.jpg,蜷川幸雄,二宫和也/松浦亚弥/秋吉久美子,剧情/犯罪/爱情,日本,2003
1304141,黑客帝国2：重装上阵 The Matrix Reloaded,https://movie.douban.com/subject/1304141/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,拉娜·沃卓斯基/莉莉·沃卓斯基,基努·里维斯/劳伦斯·菲什伯恩/凯瑞-安·莫斯,动作/科幻,美国,2003
1428175,血钻 Blood Diamond,https://movie.douban.com/subject/1428175/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,爱德华·兹威克,莱昂纳多·迪卡普里奥/杰曼·翰苏/詹妮弗·康纳利,剧情/惊悚/冒险,美国/德国/英国,2006
1292328,东邪西毒 東邪西毒,https://movie.douban.com/subject/1292328/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,王家卫,张国荣/林青霞/梁朝伟,剧情/动作/爱情/武侠/古装,中国香港/中国台湾,1994
1304447,记忆碎片 Memento,https://movie.douban.com/subject/1304447/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,克里斯托弗·诺兰,盖·皮尔斯/凯瑞-安·莫斯/乔·潘托里亚诺,犯罪/剧情/悬疑/惊悚,美国,2000
1309055,哈利·波特与火焰杯 Harry Potter and the Goblet of Fire,https://movie.douban.com/subject/1309055/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,迈克·内威尔,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特,悬疑/奇幻/冒险,英国/美国,2005
6307447,被解救的姜戈 Django Unchained,https://movie.douban.com/subject/6307447/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg,昆汀·塔伦蒂诺,杰米·福克斯/莱昂纳多·迪卡普里奥/克里斯托弗·瓦尔兹,剧情/动作/西部/冒险,美国,2012
1296996,哈利·波特与密室 Harry Potter and the Chamber of Secrets,https://movie.douban.com/subject/1296996/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,克里斯·哥伦布,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特,奇幻/冒险,英国/美国,2002
1306249,唐伯虎点秋香 唐伯虎點秋香,https://movie.douban.com/subject/1306249/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg,李力持,周星驰/巩俐/陈百祥,喜剧/爱情/古装,中国香港,1993
1291544,哈利·波特与阿兹卡班的囚徒 Harry Potter and the Prisoner of Azkaban,https://movie.douban.com/subject/1291544/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,阿方索·卡隆,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特,奇幻/冒险,英国/美国,2004
